,date,state,positive,negative,pending,hospitalizedcurrently,recovered,death,deathconfirmed,deathprobable,total
4351,5/13/20,OK,4852,104275,,218,3559,278,,,109127
4352,5/13/20,OR,3416,80571,,162,1406,134,,,83987
4353,5/13/20,PA,58698,244171,,2012,,3943,,,302869
4354,5/13/20,PR,2329,,,142,,115,58,,2329
4355,5/13/20,RI,12203,72840,,269,886,462,,,85043
4356,5/13/20,SC,7927,85213,,,6817,355,355,,93140
4357,5/13/20,SD,3732,22112,,79,2367,39,,,25844
4358,5/13/20,TN,16370,276547,,635,8624,273,273,,292917
4359,5/13/20,TX,42403,514373,,1676,23519,1158,,,556776
4360,5/13/20,UT,6620,150166,,158,3406,75,,,156786
4361,5/13/20,VA,26746,134646,485,1526,3554,927,899,28,161877
4362,5/13/20,VI,69,1128,62,,61,6,6,,1259
4363,5/13/20,VT,930,19708,,17,789,53,53,,20638
4364,5/13/20,WA,19179,238384,,384,,962,962,,257563
4365,5/13/20,WI,12449,117111,194,527,5673,421,421,,129754
4366,5/13/20,WV,1398,65282,,58,813,58,,,66680
4367,5/13/20,WY,675,14384,,10,477,7,,,15059
4368,5/12/20,AK,383,29578,,10,334,10,10,,29961
4369,5/12/20,AL,10310,122908,,529,,429,429,,133218
4370,5/12/20,AR,4164,66280,,59,3220,95,,,70444
4371,5/12/20,AS,0,105,,,,0,,,105
4372,5/12/20,AZ,11736,111106,,765,2909,562,,,122842
4373,5/12/20,CA,69382,963988,,4544,,2847,,,1033370
4374,5/12/20,CO,19879,88778,,738,3114,987,,,108657
4375,5/12/20,CT,34333,104091,,1189,5413,3041,,,138424
4376,5/12/20,DC,6485,24565,,416,886,336,,,31050
4377,5/12/20,DE,6741,26550,,276,2802,334,296,38,33291
4378,5/12/20,FL,41923,537681,1064,,,1849,1849,,580668
4379,5/12/20,GA,34635,227544,,1125,,1461,,,262179
4380,5/12/20,GU,152,3939,,,124,5,,,4091
4381,5/12/20,HI,634,37305,,,561,17,,,37939
4382,5/12/20,IA,12912,68376,,385,5618,289,,,81288
4383,5/12/20,ID,2260,30445,,25,1508,70,,,32705
4384,5/12/20,IL,83021,388670,,4626,,3601,3601,,471691
4385,5/12/20,IN,25127,125383,,1283,,1578,1444,134,150510
4386,5/12/20,KS,7116,46993,,,376,158,,,54109
4387,5/12/20,KY,6677,97347,,383,2335,311,311,,104024
4388,5/12/20,LA,32050,195962,,1320,22608,2347,2281,66,228012
4389,5/12/20,MA,79332,322164,,3127,,5141,5141,,401496
4390,5/12/20,MD,34061,135442,,1563,2394,1834,1742,92,169503
4391,5/12/20,ME,1477,22092,,34,913,65,65,,23569
4392,5/12/20,MI,55641,291701,,1384,22686,5188,5001,230,347342
4393,5/12/20,MN,15043,118934,,496,7609,614,614,,133977
4394,5/12/20,MO,10006,111290,,787,,524,,,121296
4395,5/12/20,MP,19,2854,,,12,2,2,,2873
4396,5/12/20,MS,9908,87784,,604,6268,457,,,97692
4397,5/12/20,MT,461,22574,,4,425,16,,,23035
4398,5/12/20,NC,15346,186898,,475,9115,577,577,,202244
4399,5/12/20,ND,1571,46261,,38,877,25,25,,47832
4400,5/12/20,NE,8572,39371,,192,,100,,,47943
4401,5/12/20,NH,3160,32401,54,117,1231,133,,,35615
4402,5/12/20,NJ,140743,292317,,4328,15642,9508,9508,,433060
4403,5/12/20,NM,5069,101652,,207,1300,208,,,106721
4404,5/12/20,NV,6311,57764,,522,185,350,,,64075
4405,5/12/20,NY,338485,886628,,7063,58679,21845,,,1225113
4406,5/12/20,OH,25250,192481,,1032,,1436,1303,133,217731
4407,5/12/20,OK,4732,91379,,190,3423,278,,,96111
4408,5/12/20,OR,3286,74320,,165,1125,130,,,77606
4409,5/12/20,PA,57991,237989,,2187,,3806,,,295980
4410,5/12/20,PR,2299,,,127,,114,58,,2299
4411,5/12/20,RI,12007,70916,,277,863,444,,,82923
4412,5/12/20,SC,7927,85213,,,6817,355,355,,93140
4413,5/12/20,SD,3663,21534,,74,2309,39,,,25197
4414,5/12/20,TN,16111,267713,,591,8336,265,265,,283824
4415,5/12/20,TX,41048,497124,,1725,22674,1133,,,538172
4416,5/12/20,UT,6432,147053,,166,3267,73,,,153485
4417,5/12/20,VA,25800,129529,447,1529,3400,891,864,27,155776
4418,5/12/20,VI,69,1115,58,,61,6,6,,1242
4419,5/12/20,VT,929,19107,,18,787,53,53,,20036
4420,5/12/20,WA,18952,233864,,321,,945,945,,252816
4421,5/12/20,WI,12131,112748,180,520,5371,418,418,,125059
4422,5/12/20,WV,1371,63698,,50,803,57,,,65069
4423,5/12/20,WY,675,14384,,10,477,7,,,15059
4424,5/11/20,AK,381,28299,,7,328,10,,,28680
4425,5/11/20,AL,10009,119435,,458,,401,,,129444
4426,5/11/20,AR,4034,64996,,61,3149,94,,,69030
4427,5/11/20,AS,0,105,,,,0,,,105
4428,5/11/20,AZ,11380,105084,,717,2852,542,,,116464
4429,5/11/20,CA,67939,923958,,4549,,2770,,,991897
4430,5/11/20,CO,19899,88891,,573,3076,981,,,108790
4431,5/11/20,CT,33765,98743,,1212,5413,3008,2718,,132508
4432,5/11/20,DC,6389,23872,,416,881,328,,,30261
4433,5/11/20,DE,6565,25363,,275,2619,324,288,36,31928
4434,5/11/20,FL,40982,520075,1080,,,1805,,,562137
4435,5/11/20,GA,33927,217361,,1133,,1441,,,251288
4436,5/11/20,GU,151,3838,,,124,5,,,3989
4437,5/11/20,HI,632,37051,,,561,17,,,37683
4438,5/11/20,IA,12373,65419,,394,5249,271,,,77792
4439,5/11/20,ID,2230,29912,,30,1473,67,,,32142
4440,5/11/20,IL,79007,363418,,4319,,3459,,,442425
4441,5/11/20,IN,24627,122061,,1346,,1540,,,146688
4442,5/11/20,KS,7116,46993,,,376,158,,,54109
4443,5/11/20,KY,6440,80483,,394,2308,304,,,86923
4444,5/11/20,LA,31815,189015,,1310,22608,2308,,,220830
4445,5/11/20,MA,78462,316266,,3102,,5108,,,394728
4446,5/11/20,MD,33373,131407,,1544,2298,1788,1698,90,164780
4447,5/11/20,ME,1462,22092,,37,872,65,,,23554
4448,5/11/20,MI,54004,278293,,1424,22686,5139,4958,228,332297
4449,5/11/20,MN,14379,115585,,452,6945,591,,,129964
4450,5/11/20,MO,9918,105702,,824,,488,,,115620
4451,5/11/20,MP,19,2676,,,12,2,,,2695
4452,5/11/20,MS,9674,86211,,507,6268,435,,,95885
4453,5/11/20,MT,459,22113,,4,423,16,,,22572
4454,5/11/20,NC,15045,180820,,464,9115,550,,,195865
4455,5/11/20,ND,1518,45496,,34,846,24,24,,47014
4456,5/11/20,NE,8315,37924,,,,98,,,46239
4457,5/11/20,NH,3160,31723,261,113,1229,133,,,35144
4458,5/11/20,NJ,139945,285988,,4195,15642,9310,,,425933
4459,5/11/20,NM,4863,97635,,194,1285,200,,,102498
4460,5/11/20,NV,6152,53932,,482,183,344,,,60084
4461,5/11/20,NY,337055,867596,,7226,58363,21640,,,1204651
4462,5/11/20,OH,24777,185753,,1011,,1357,1236,121,210530
4463,5/11/20,OK,4613,91379,,177,3241,274,,,95992
4464,5/11/20,OR,3286,74320,,164,1125,130,,,77606
4465,5/11/20,PA,57154,231704,,2176,,3731,,,288858
4466,5/11/20,PR,2256,,,159,,113,,,2256
4467,5/11/20,RI,11788,69365,,276,841,430,,,81153
4468,5/11/20,SC,7653,76804,,,4120,331,,,84457
4469,5/11/20,SD,3614,20964,,78,2187,34,,,24578
4470,5/11/20,TN,15544,257733,,581,8038,251,,,273277
4471,5/11/20,TX,39869,485828,,1525,21713,1100,,,525697
4472,5/11/20,UT,6362,144223,,160,3181,68,,,150585
4473,5/11/20,VA,25070,125547,432,1504,3273,850,823,27,151049
4474,5/11/20,VI,69,1110,36,,60,5,,,1215
4475,5/11/20,VT,927,18797,,14,785,53,,,19724
4476,5/11/20,WA,18741,229099,,350,,931,,,247840
4477,5/11/20,WI,11920,108033,180,520,5176,409,,,120133
4478,5/11/20,WV,1366,62103,,49,775,54,,,63469
4479,5/11/20,WY,662,11403,,12,443,7,,,12065
4480,5/10/20,AK,379,26985,,8,324,10,,,27364
4481,5/10/20,AL,9777,117644,,424,,393,,,127421
4482,5/10/20,AR,3747,61781,,64,2968,88,,,65528
4483,5/10/20,AS,0,83,,,,0,,,83
4484,5/10/20,AZ,11119,99258,,713,2775,536,,,110377
4485,5/10/20,CA,66680,888984,,4555,,2745,,,955664
4486,5/10/20,CO,19703,84374,,790,3023,967,,,104077
4487,5/10/20,CT,33554,96638,,1242,5413,2967,2633,,130192
4488,5/10/20,DC,6272,23298,,447,880,323,,,29570
4489,5/10/20,DE,6447,24592,,285,2537,312,277,35,31039
4490,5/10/20,FL,40596,498352,1265,,,1791,,,540213
4491,5/10/20,GA,33441,210106,,1144,,1405,,,243547
4492,5/10/20,GU,151,3643,,,124,5,,,3794
4493,5/10/20,HI,631,36639,,,551,17,,,37270
4494,5/10/20,IA,11959,62215,,413,5154,265,,,74174
4495,5/10/20,ID,2230,29912,,25,1473,67,,,32142
4496,5/10/20,IL,77741,352243,,4293,,3406,,,429984
4497,5/10/20,IN,24126,115903,,1328,,1508,,,140029
4498,5/10/20,KS,6948,45557,,,371,157,,,52505
4499,5/10/20,KY,6440,80483,,394,2308,304,,,86923
4500,5/10/20,LA,31600,184272,,1324,20316,2286,,,215872
4501,5/10/20,MA,77793,310596,,3128,,4979,,,388389
4502,5/10/20,MD,32587,127344,,1640,2293,1739,1652,87,159931
4503,5/10/20,ME,1436,22092,,36,861,64,,,23528
4504,5/10/20,MI,53033,267417,,1437,22686,5081,4911,228,320450
4505,5/10/20,MN,13552,111109,,434,6304,578,,,124661
4506,5/10/20,MO,9844,105702,,824,,482,,,115546
4507,5/10/20,MP,16,2321,,,12,2,,,2337
4508,5/10/20,MS,9501,72101,,645,4421,430,,,81602
4509,5/10/20,MT,458,21246,,4,422,16,,,21704
4510,5/10/20,NC,14764,177371,,442,,547,,,192135
4511,5/10/20,ND,1491,43378,,29,792,24,24,,44869
4512,5/10/20,NE,8234,37335,,,,96,,,45569
4513,5/10/20,NH,3011,30442,512,107,1228,131,,,33965
4514,5/10/20,NJ,138532,173915,591,4308,15642,9255,,,313038
4515,5/10/20,NM,4778,92275,,198,1268,191,,,97053
4516,5/10/20,NV,6098,52711,,444,182,339,,,58809
4517,5/10/20,NY,335395,847603,,7262,58006,21478,,,1182998
4518,5/10/20,OH,24081,180781,,962,,1341,1220,121,204862
4519,5/10/20,OK,4589,91379,,177,3204,272,,,95968
4520,5/10/20,OR,3228,72279,,164,1125,127,,,75507
4521,5/10/20,PA,56611,227772,,2230,,3707,,,284383
4522,5/10/20,PR,2198,,,143,,111,,,2198
4523,5/10/20,RI,11613,68106,,283,809,422,,,79719
4524,5/10/20,SC,7653,76804,,,4120,331,,,84457
4525,5/10/20,SD,3517,20377,,77,2147,34,,,23894
4526,5/10/20,TN,14985,246884,,484,7528,243,,,261869
4527,5/10/20,TX,38869,462907,,1626,21022,1088,,,501776
4528,5/10/20,UT,6251,140259,,144,3033,67,,,146510
4529,5/10/20,VA,24081,118974,506,1555,3201,839,813,26,143561
4530,5/10/20,VI,69,1102,39,,59,4,,,1210
4531,5/10/20,VT,926,18167,,21,777,53,,,19093
4532,5/10/20,WA,18449,224548,,335,,921,,,242997
4533,5/10/20,WI,11694,105163,182,514,5014,400,,,117039
4534,5/10/20,WV,1360,61284,,49,775,54,,,62644
4535,5/10/20,WY,661,11403,,12,443,7,,,12064
4536,5/9/20,AK,378,26071,,8,318,10,,,26449
4537,5/9/20,AL,9567,115927,,437,,388,,,125494
4538,5/9/20,AR,3747,61781,,64,2968,88,,,65528
4539,5/9/20,AS,0,83,,,,0,,,83
4540,5/9/20,AZ,10960,94850,,739,2684,532,,,105810
4541,5/9/20,CA,64561,848009,,4538,,2678,,,912570
4542,5/9/20,CO,18827,77945,,790,2974,960,,,96772
4543,5/9/20,CT,32984,90585,,1301,5413,2932,2495,,123569
4544,5/9/20,DC,6102,22081,,447,879,311,,,28183
4545,5/9/20,DE,6277,23019,,288,2450,301,268,33,29296
4546,5/9/20,FL,40001,487730,1452,,,1785,,,529183
4547,5/9/20,GA,32532,202792,,1179,,1400,,,235324
4548,5/9/20,GU,151,3643,,,124,5,,,3794
4549,5/9/20,HI,629,35633,,,566,17,,,36262
4550,5/9/20,IA,11671,59805,,402,5011,252,,,71476
4551,5/9/20,ID,2205,29601,,19,1442,67,,,31806
4552,5/9/20,IL,76085,340246,,4739,,3349,,,416331
4553,5/9/20,IN,23732,111954,,1361,,1490,,,135686
4554,5/9/20,KS,6751,43182,,,350,157,,,49933
4555,5/9/20,KY,6288,80159,,369,2266,298,,,86447
4556,5/9/20,LA,31417,180740,,1333,20316,2267,2042,,212157
4557,5/9/20,MA,76743,299794,,3229,,4840,,,376537
4558,5/9/20,MD,31534,124494,,1665,2159,1692,1609,83,156028
4559,5/9/20,ME,1408,22092,,43,857,64,,,23500
4560,5/9/20,MI,52732,259265,,1531,22686,5036,4853,227,311997
4561,5/9/20,MN,13321,106040,,476,5764,558,,,119361
4562,5/9/20,MO,9666,99232,,855,,472,,,108898
4563,5/9/20,MP,16,2321,,,12,2,,,2337
4564,5/9/20,MS,9378,72101,,607,4421,421,,,81479
4565,5/9/20,MT,458,20871,,4,422,16,,,21329
4566,5/9/20,NC,14360,172002,,513,,544,,,186362
4567,5/9/20,ND,1464,42469,,34,762,24,24,,43933
4568,5/9/20,NE,7831,35145,,,,92,,,42976
4569,5/9/20,NH,2947,29351,304,112,1210,121,,,32602
4570,5/9/20,NJ,137085,168121,557,4628,15642,9116,,,305763
4571,5/9/20,NM,4673,88589,,201,1189,181,,,93262
4572,5/9/20,NV,6028,50083,,,205,334,,,56111
4573,5/9/20,NY,333122,820646,,7776,57180,21271,,,1153768
4574,5/9/20,OH,23697,172973,,929,,1331,1214,117,196670
4575,5/9/20,OK,4490,91379,,177,3154,270,,,95869
4576,5/9/20,OR,3160,71460,,139,1125,127,,,74620
4577,5/9/20,PA,55316,221791,,2285,,3688,,,277107
4578,5/9/20,PR,2173,,,148,,108,,,2173
4579,5/9/20,RI,11427,66604,,292,772,418,,,78031
4580,5/9/20,SC,7531,73432,,,4120,330,,,80963
4581,5/9/20,SD,3393,19559,,79,2125,34,,,22952
4582,5/9/20,TN,14768,237980,,509,7369,242,,,252748
4583,5/9/20,TX,37860,451434,,1735,20141,1049,,,489294
4584,5/9/20,UT,6103,137191,,172,2901,66,,,143294
4585,5/9/20,VA,23196,113953,501,1593,3124,827,801,26,137650
4586,5/9/20,VI,68,1024,36,,57,4,,,1128
4587,5/9/20,VT,926,17690,,21,744,53,,,18616
4588,5/9/20,WA,18275,223361,,393,,905,,,241636
4589,5/9/20,WI,11402,101935,204,543,4875,398,,,113541
4590,5/9/20,WV,1335,59662,,53,761,53,,,60997
4591,5/9/20,WY,644,11403,,12,438,7,,,12047
4592,5/8/20,AK,377,25096,,16,305,10,,,25473
4593,5/8/20,AL,9221,110893,,481,,375,,,120114
4594,5/8/20,AR,3694,60300,,70,2159,88,,,63994
4595,5/8/20,AS,0,83,,,,0,,,83
4596,5/8/20,AZ,10526,90599,,730,1747,517,,,101125
4597,5/8/20,CA,62512,812760,,4514,,2585,,,875272
4598,5/8/20,CO,18801,75735,,821,2869,961,,,94536
4599,5/8/20,CT,32411,88130,,1327,5413,2874,2436,,120541
4600,5/8/20,DC,5899,21216,,447,825,304,,,27115
4601,5/8/20,DE,6111,22153,,289,2288,297,264,33,28264
4602,5/8/20,FL,39199,474142,1433,,,1738,,,514774
4603,5/8/20,GA,32106,195461,,1227,,1377,,,227567
4604,5/8/20,GU,151,3626,,,122,5,,,3777
4605,5/8/20,HI,629,35989,,,565,17,,,36618
4606,5/8/20,IA,11457,58804,,407,4685,243,,,70261
4607,5/8/20,ID,2178,29092,,16,1420,67,,,31270
4608,5/8/20,IL,73760,325954,,4750,,3241,,,399714
4609,5/8/20,IN,23146,106982,,1379,,1447,,,130128
4610,5/8/20,KS,6501,41207,,,332,152,,,47708
4611,5/8/20,KY,6129,75272,,356,2177,294,,,81401
4612,5/8/20,LA,30855,171561,,1359,20316,2227,1991,,202416
4613,5/8/20,MA,75333,290690,,3349,,4702,,,366023
4614,5/8/20,MD,30485,121702,,1674,2041,1643,1561,82,152187
4615,5/8/20,ME,1374,22092,,44,836,63,,,23466
4616,5/8/20,MI,52349,248142,,1637,15659,4987,4809,215,300491
4617,5/8/20,MN,13040,101408,,473,5163,534,,,114448
4618,5/8/20,MO,9489,99232,,832,,449,,,108721
4619,5/8/20,MP,15,2321,,,12,2,,,2336
4620,5/8/20,MS,9090,72101,,632,4421,409,,,81191
4621,5/8/20,MT,458,20487,,6,420,16,,,20945
4622,5/8/20,NC,13868,164745,,515,,527,,,178613
4623,5/8/20,ND,1425,41076,,33,714,24,24,,42501
4624,5/8/20,NE,7190,33222,,,,90,,,40412
4625,5/8/20,NH,2843,27829,532,113,1165,114,,,31204
4626,5/8/20,NJ,135454,163305,553,4605,15642,8952,,,299312
4627,5/8/20,NM,4493,84539,,197,1125,172,,,89032
4628,5/8/20,NV,5884,47460,,,205,328,,,53344
4629,5/8/20,NY,330407,791136,,8196,56378,21045,,,1121543
4630,5/8/20,OH,23016,161300,,1060,,1306,1185,121,184316
4631,5/8/20,OK,4424,85433,,228,3064,266,,,89857
4632,5/8/20,OR,3068,69625,,159,1125,124,,,72693
4633,5/8/20,PA,54238,216321,,2342,,3616,,,270559
4634,5/8/20,PR,2156,,,161,,107,,,2156
4635,5/8/20,RI,11141,64338,,312,730,399,,,75479
4636,5/8/20,SC,7142,66300,,,3816,316,,,73442
4637,5/8/20,SD,3144,18149,,76,2069,31,,,21293
4638,5/8/20,TN,14441,229137,,550,7011,241,,,243578
4639,5/8/20,TX,36609,440509,,1734,19197,1004,,,477118
4640,5/8/20,UT,5919,132769,,216,2769,61,,,138688
4641,5/8/20,VA,22342,107603,549,1625,2997,812,787,25,130494
4642,5/8/20,VI,68,1024,36,,57,4,,,1128
4643,5/8/20,VT,918,17222,,15,737,53,,,18140
4644,5/8/20,WA,18124,221418,,393,,891,,,239542
4645,5/8/20,WI,11030,97265,204,552,4694,384,,,108499
4646,5/8/20,WV,1310,58126,,65,761,51,,,59436
4647,5/8/20,WY,635,11403,,9,428,7,,,12038
4648,5/7/20,AK,374,23967,,12,291,10,,,24341
4649,5/7/20,AL,8898,106275,,502,,349,,,115173
4650,5/7/20,AR,3611,56384,,69,2123,87,,,59995
4651,5/7/20,AS,0,83,,,,0,,,83
4652,5/7/20,AZ,9945,86489,,766,1722,450,,,96434
4653,5/7/20,CA,60614,782260,,4560,,2504,,,842874
4654,5/7/20,CO,17830,73517,,798,2869,921,,,91347
4655,5/7/20,CT,31784,84390,,1385,5413,2797,2339,,116174
4656,5/7/20,DC,5654,20202,,447,825,285,,,25856
4657,5/7/20,DE,5939,21387,,285,2110,285,253,32,27326
4658,5/7/20,FL,38828,454122,1499,,,1667,,,494449
4659,5/7/20,GA,31439,185864,,1309,,1336,,,217303
4660,5/7/20,GU,151,3564,,,123,5,,,3715
4661,5/7/20,HI,626,34915,,,558,17,,,35541
4662,5/7/20,IA,11059,55368,,417,4266,231,,,66427
4663,5/7/20,ID,2158,28732,,20,1399,66,,,30890
4664,5/7/20,IL,70873,308170,,4862,,3111,,,379043
4665,5/7/20,IN,22503,102279,,1457,,1414,,,124782
4666,5/7/20,KS,6144,38678,,,323,147,,,44822
4667,5/7/20,KY,5934,72672,,351,2125,283,,,78606
4668,5/7/20,LA,30652,170115,,1432,20316,2208,1926,,200767
4669,5/7/20,MA,73721,277911,,3436,,4552,,,351632
4670,5/7/20,MD,29374,119226,,1683,2029,1580,1500,80,148600
4671,5/7/20,ME,1330,22092,,39,787,62,,,23422
4672,5/7/20,MI,51731,236184,,1697,15659,4925,4772,211,287915
4673,5/7/20,MN,12328,97244,,435,4800,508,,,109572
4674,5/7/20,MO,9341,94281,,917,,418,,,103622
4675,5/7/20,MP,15,1783,,,12,2,,,1798
4676,5/7/20,MS,8686,72101,,650,4421,396,,,80787
4677,5/7/20,MT,456,19791,,6,417,16,,,20247
4678,5/7/20,NC,13397,157931,,525,,507,,,171328
4679,5/7/20,ND,1371,39496,,35,601,23,23,,40867
4680,5/7/20,NE,6771,30987,,,,86,,,37758
4681,5/7/20,NH,2740,26066,345,113,1110,111,,,29151
4682,5/7/20,NJ,133635,159023,552,4996,15642,8801,,,293210
4683,5/7/20,NM,4291,81393,,193,1073,169,,,85684
4684,5/7/20,NV,5766,45591,,,205,320,,,51357
4685,5/7/20,NY,327649,762267,,8665,55547,20828,,,1089916
4686,5/7/20,OH,22131,153928,,1057,,1271,1153,118,176059
4687,5/7/20,OK,4330,82557,,223,2985,260,,,86887
4688,5/7/20,OR,2989,67469,,171,1125,121,,,70458
4689,5/7/20,PA,52915,209873,,2420,,3416,,,262788
4690,5/7/20,PR,2031,,,164,,102,,,2031
4691,5/7/20,RI,10910,62647,,318,696,388,,,73557
4692,5/7/20,SC,6936,70546,,,3816,305,,,77482
4693,5/7/20,SD,2905,17209,,70,2028,31,,,20114
4694,5/7/20,TN,14096,222232,,558,6783,237,,,236328
4695,5/7/20,TX,35390,419772,,1750,18440,973,,,455162
4696,5/7/20,UT,5724,128819,,194,2640,61,,,134543
4697,5/7/20,VA,21570,101582,519,1613,2825,769,745,24,123671
4698,5/7/20,VI,66,990,37,,54,4,,,1093
4699,5/7/20,VT,916,16690,,14,718,53,,,17606
4700,5/7/20,WA,17914,216453,,358,,870,,,234367
4701,5/7/20,WI,10621,93035,219,624,4520,374,,,103875
4702,5/7/20,WV,1287,56234,,76,716,51,,,57521
4703,5/7/20,WY,631,11403,,11,416,7,,,12034
4704,5/6/20,AK,372,23283,,8,284,10,,,23655
4705,5/6/20,AL,8581,100935,,485,,340,,,109516
4706,5/6/20,AR,3568,55435,,69,2109,85,,,59003
4707,5/6/20,AS,0,83,,,,0,,,83
4708,5/6/20,AZ,9707,82030,,754,1693,426,,,91737
4709,5/6/20,CA,58815,750221,,4681,,2412,,,809036
4710,5/6/20,CO,17364,68612,,792,2801,903,,,85976
4711,5/6/20,CT,30995,80452,,1445,4346,2718,2339,,111447
4712,5/6/20,DC,5461,19523,,447,808,277,,,24984
4713,5/6/20,DE,5778,20690,,299,2008,269,237,32,26468
4714,5/6/20,FL,38002,442049,1351,,,1605,,,481402
4715,5/6/20,GA,30696,173441,,1339,,1311,,,204137
4716,5/6/20,GU,151,3476,,,123,5,,,3627
4717,5/6/20,HI,625,34574,,,551,17,,,35199
4718,5/6/20,IA,10404,52767,,414,3803,219,,,63171
4719,5/6/20,ID,2127,28418,,21,1379,65,,,30545
4720,5/6/20,IL,68232,293028,,4832,,2974,,,361260
4721,5/6/20,IN,21870,98626,,1558,,1377,,,120496
4722,5/6/20,KS,5734,36380,,,318,144,,,42114
4723,5/6/20,KY,5822,55192,,347,2058,275,,,61014
4724,5/6/20,LA,30399,164273,,1465,20316,2115,1907,,194672
4725,5/6/20,MA,72025,267614,,3564,,4420,,,339639
4726,5/6/20,MD,28163,115849,,1707,1903,1520,1444,76,144012
4727,5/6/20,ME,1254,22092,,37,766,62,,,23346
4728,5/6/20,MI,51131,224563,,1818,15659,4839,4714,209,275694
4729,5/6/20,MN,11510,93047,,443,4520,485,,,104557
4730,5/6/20,MO,9102,91645,,953,,396,,,100747
4731,5/6/20,MP,15,1783,,,12,2,,,1798
4732,5/6/20,MS,8424,72101,,618,4421,374,,,80525
4733,5/6/20,MT,456,19248,,6,417,16,,,19704
4734,5/6/20,NC,12758,151724,,516,,477,,,164482
4735,5/6/20,ND,1323,37309,,32,582,22,22,,38632
4736,5/6/20,NE,6438,29690,,,,82,,,36128
4737,5/6/20,NH,2636,25097,79,115,1105,92,,,27812
4738,5/6/20,NJ,131890,157030,594,5221,15642,8549,,,289514
4739,5/6/20,NM,4138,79113,,178,964,162,,,83251
4740,5/6/20,NV,5663,43612,,,203,311,,,49275
4741,5/6/20,NY,323978,731943,,9179,54597,19877,,,1055921
4742,5/6/20,OH,21576,147353,,1045,,1225,1114,111,168929
4743,5/6/20,OK,4201,78689,,230,2909,253,,,82890
4744,5/6/20,OR,2916,65060,,191,1125,115,,,67976
4745,5/6/20,PA,51845,204495,,2545,,3106,,,256340
4746,5/6/20,PR,1968,,,144,,99,,,1968
4747,5/6/20,RI,10639,60718,,324,665,370,,,71357
4748,5/6/20,SC,6936,70546,,,3816,305,,,77482
4749,5/6/20,SD,2779,16637,,72,1977,29,,,19416
4750,5/6/20,TN,13938,213163,,557,6564,239,,,227101
4751,5/6/20,TX,34422,404516,,1812,17622,948,,,438938
4752,5/6/20,UT,5595,125407,,,2509,58,,,131002
4753,5/6/20,VA,20256,93452,469,1496,2617,713,690,23,114177
4754,5/6/20,VI,66,990,37,,54,4,,,1093
4755,5/6/20,VT,914,16281,,26,706,52,,,17195
4756,5/6/20,WA,17718,212065,,390,,862,,,229783
4757,5/6/20,WI,10262,87826,212,511,4348,362,,,98300
4758,5/6/20,WV,1248,54536,,76,716,50,,,55784
4759,5/6/20,WY,604,11403,,11,409,7,,,12007
4760,5/5/20,AK,371,22321,,13,277,9,,,22692
4761,5/5/20,AL,8285,98481,,522,,313,,,106766
4762,5/5/20,AR,3496,51139,,89,2041,83,,,54635
4763,5/5/20,AS,0,83,,,,0,,,83
4764,5/5/20,AZ,9305,78955,,728,1671,395,,,88260
4765,5/5/20,CA,56212,723690,,4622,,2317,,,779902
4766,5/5/20,CO,16907,68097,,834,2743,851,,,85004
4767,5/5/20,CT,30621,78022,,1500,4346,2633,2257,,108643
4768,5/5/20,DC,5322,19007,,447,667,264,,,24329
4769,5/5/20,DE,5371,19309,,284,1847,266,235,31,24680
4770,5/5/20,FL,37439,428252,1265,,,1536,,,466956
4771,5/5/20,GA,29711,171172,,1343,,1288,,,200883
4772,5/5/20,GU,149,3341,,,124,5,,,3490
4773,5/5/20,HI,621,33378,,,548,17,,,33999
4774,5/5/20,IA,10111,50458,,407,3572,207,,,60569
4775,5/5/20,ID,2106,28202,,27,1358,64,,,30308
4776,5/5/20,IL,65962,280324,,4780,,2838,,,346286
4777,5/5/20,IN,21033,94801,,1537,,1326,,,115834
4778,5/5/20,KS,5458,34634,,,296,137,,,40092
4779,5/5/20,KY,5245,54802,,333,1892,261,,,60047
4780,5/5/20,LA,29996,158235,,1512,20316,2115,1884,,188231
4781,5/5/20,MA,70271,263078,,3542,,4212,,,333349
4782,5/5/20,MD,27117,112986,,1693,1810,1476,1402,74,140103
4783,5/5/20,ME,1226,19546,,36,741,61,,,20772
4784,5/5/20,MI,50497,213091,,1948,15659,4781,4630,208,263588
4785,5/5/20,MN,10876,89202,,434,4159,455,,,100078
4786,5/5/20,MO,8916,86150,,893,,377,,,95066
4787,5/5/20,MP,14,1783,,,12,2,,,1797
4788,5/5/20,MS,8207,72101,,645,4421,342,,,80308
4789,5/5/20,MT,456,14816,,6,410,16,,,15272
4790,5/5/20,NC,12256,139544,,534,,452,,,151800
4791,5/5/20,ND,1266,35155,,31,559,17,17,,36421
4792,5/5/20,NE,6083,28526,,,,78,,,34609
4793,5/5/20,NH,2588,24282,79,111,1019,86,,,26949
4794,5/5/20,NJ,130593,157030,550,5328,15642,8244,,,288173
4795,5/5/20,NM,4031,77689,,181,842,156,,,81720
4796,5/5/20,NV,5594,42290,,,200,297,,,47884
4797,5/5/20,NY,321192,707707,,9600,58950,19645,,,1028899
4798,5/5/20,OH,20969,139766,,1069,,1135,1038,97,160735
4799,5/5/20,OK,4127,75290,,236,2830,247,,,79417
4800,5/5/20,OR,2839,62585,,219,860,113,,,65424
4801,5/5/20,PA,50957,199925,,2580,,3012,,,250882
